Date,Value
2017-10-24,7.44
2017-10-25,7.46
2017-10-26,7.39
2017-10-27,7.2
2017-10-28,7.16
2017-10-31,7.14
2017-11-1,7.38
2017-11-2,7.49
2017-11-3,7.67
2017-11-4,7.87
2017-11-7,7.92
2017-11-8,7.76
2017-11-9,7.7
2017-11-10,7.55
2017-11-11,7.4
2017-11-14,7.34
2017-11-15,7.38
2017-11-16,7.68
2017-11-17,7.51
2017-11-18,7.49
2017-11-21,7.43
2017-11-22,7.4
2017-11-23,7.37
2017-11-24,7.64
2017-11-25,7.75
2017-11-28,7.7
2017-11-29,7.59
2017-11-30,7.7
2017-12-1,7.53
2017-12-2,7.68
2017-12-5,7.54
2017-12-6,7.43
2017-12-7,7.28
2017-12-8,7.35
2017-12-9,7.15
2017-12-12,7.21
2017-12-13,7.15
2017-12-14,7.07
2017-12-15,7.09
2017-12-16,7.18
2017-12-19,7.39
2017-12-20,7.5
2017-12-21,7.77
2017-12-22,7.98
2017-12-23,8.15
2017-12-28,8.14
2017-12-29,8.17
2017-12-30,8.09
2018-1-3,7.77
2018-1-4,7.8
2018-1-5,7.74
2018-1-6,7.75
2018-1-9,7.62
2018-1-10,7.75
2018-1-11,7.85
2018-1-12,7.78
2018-1-13,7.83
2018-1-16,7.75
2018-1-17,8.01
2018-1-18,8.15
2018-1-19,8.47
2018-1-20,8.73
2018-1-23,8.72
2018-1-24,8.98
2018-1-25,9.43
2018-1-26,9.21
2018-1-27,9.05
2018-1-30,8.97
2018-1-31,8.85
2018-2-1,9.23
2018-2-2,9.23
2018-2-3,8.92
2018-2-6,9.04
2018-2-7,8.78
2018-2-8,8.97
2018-2-9,9.09
2018-2-10,9.21
2018-2-13,9.45
2018-2-14,9.87
2018-2-15,9.58
2018-2-16,9.52
2018-2-17,9.48
2018-2-20,9.85
2018-2-21,9.7
2018-2-22,9.53
2018-2-23,9.69
2018-2-24,9.78
2018-2-27,9.6
2018-2-28,10.13
2018-3-1,10.07
2018-3-2,9.97
2018-3-3,10.1
2018-3-6,10.32
2018-3-7,10.44
2018-3-8,10.61
2018-3-9,11.08
2018-3-10,11.09
2018-3-13,11.06
2018-3-14,11.38
2018-3-15,11.17
2018-3-16,11.16
2018-3-17,11.14
2018-3-20,11.04
2018-3-21,11.52
2018-3-22,12.62
2018-3-23,12.3
2018-3-24,12.58
2018-3-27,12.95
2018-3-28,13.64
2018-3-29,12.96
2018-3-30,13.25
2018-4-4,13.28
2018-4-5,13.02
2018-4-6,12.61
2018-4-7,12.95
2018-4-10,13.3
2018-4-11,13.34
2018-4-12,13.39
2018-4-13,13.56
2018-4-14,13.9
2018-4-17,13.96
2018-4-18,13.7
2018-4-19,13.84
2018-4-20,13.41
2018-4-21,13
2018-4-24,12.85
2018-4-25,13.17
2018-4-26,13.21
2018-4-27,13.44
2018-4-28,13.51
2018-5-1,13.54
2018-5-3,13.02
2018-5-4,12.92
2018-5-5,12.99
2018-5-8,13.57
2018-5-9,13.54
2018-5-10,13.96
2018-5-11,14.56
2018-5-12,14.61
2018-5-15,14.62
2018-5-16,14.29
2018-5-17,15.14
2018-5-18,15.27
2018-5-19,15.22
2018-5-22,15.53
2018-5-23,15.93
2018-5-24,15.98
2018-5-25,16.26
2018-5-26,15.97
2018-5-29,16.28
2018-5-30,16.27
2018-5-31,15.82
2018-6-1,14.89
2018-6-2,15.27
2018-6-5,16.1
2018-6-6,15.73
2018-6-7,15.89
2018-6-8,15.97
2018-6-9,15.78
2018-6-12,15.45
2018-6-13,15.1
2018-6-14,15.28
2018-6-15,14.89
2018-6-16,14.51
2018-6-19,14.58
2018-6-20,14.22
2018-6-21,14.46
2018-6-22,14.79
2018-6-23,15.08
2018-6-26,15
2018-6-27,14.99
2018-6-28,15.22
2018-6-29,14.97
2018-6-30,14.95
2018-7-3,15.03
2018-7-4,15.06
2018-7-5,15.49
2018-7-6,15.65
2018-7-7,15.67
2018-7-10,15.97
2018-7-11,16.03
2018-7-12,16.28
2018-7-13,16.05
2018-7-14,16.02
2018-7-17,15.9
2018-7-18,16.03
2018-7-19,16.38
2018-7-20,16.83
2018-7-21,17.02
2018-7-24,17.35
2018-7-25,17.06
2018-7-26,17.29
2018-7-27,17.24
2018-7-28,17.08
2018-7-31,17.01
2018-8-1,17.35
2018-8-2,17.74
2018-8-3,17.6
2018-8-4,17.63
2018-8-7,17.54
2018-8-8,17.48
2018-8-9,17.35
2018-8-10,17.55
2018-8-11,17.84
2018-8-14,18.01
2018-8-15,18.08
2018-8-16,18.05
2018-8-17,17.95
2018-8-18,18.1
2018-8-21,18.44
2018-8-22,19.26
2018-8-23,19.76
2018-8-24,20.35
2018-8-25,20.63
2018-8-28,21.25
2018-8-29,20.64
2018-8-30,21.01
2018-8-31,21.12
2018-9-1,21.04
2018-9-4,20.11
2018-9-5,20.13
2018-9-6,20.32
2018-9-7,21.42
2018-9-8,23.17
2018-9-11,25.19
2018-9-12,24.11
2018-9-13,22.91
2018-9-14,18.86
2018-9-15,19.93
2018-9-18,20.92
2018-9-19,20.19
2018-9-20,21.43
2018-9-21,21.98
2018-9-22,22.08
2018-9-25,22.37
2018-9-26,21.18
2018-9-27,20.19
2018-9-28,20.77
2018-9-29,21.15
2018-10-2,21.31
2018-10-3,20.93
2018-10-4,21.13
2018-10-5,21.29
2018-10-6,22.11
2018-10-9,21.87
2018-10-10,20.75
2018-10-11,19.43
2018-10-12,19.85
2018-10-13,20.36
2018-10-16,18.58
2018-10-17,19.28
2018-10-18,19.24
2018-10-19,19.73
2018-10-20,19.7
2018-10-23,19
2018-10-24,19.23
2018-10-25,19.61
2018-10-26,19.07
2018-10-27,18.27
2018-10-30,16.68
2018-10-31,16.02
2018-11-1,16.37
2018-11-2,15.62
2018-11-3,17.07
2018-11-6,17.23
2018-11-7,17.56
2018-11-8,18.6
2018-11-9,19.57
2018-11-10,19.5
2018-11-13,20.49
2018-11-14,20.14
2018-11-15,19.74
2018-11-16,18.98
2018-11-17,19.1
2018-11-20,18.94
2018-11-21,19.45
2018-11-22,20.49
2018-11-23,20.91
2018-11-24,20.19
2018-11-27,19.82
2018-11-28,19.61
2018-11-29,19.29
2018-11-30,20.02
2018-12-1,20.49
2018-12-4,20.64
2018-12-5,20.73
2018-12-6,19.68
2018-12-7,19.99
2018-12-8,20.3
2018-12-11,20.86
2018-12-12,20.16
2018-12-13,21.47
2018-12-14,22.32
2018-12-15,23.38
2018-12-18,24.26
2018-12-19,23.99
2018-12-20,24.32
2018-12-21,24.16
2018-12-22,24.59
2018-12-28,24.66
2018-12-29,24.63
2019-1-3,25.02
2019-1-4,23.04
2019-1-5,23.49
2019-1-8,22.07
2019-1-9,22.65
2019-1-10,21.86
2019-1-11,21.93
2019-1-12,22.59
2019-1-15,22.4
2019-1-16,22.48
2019-1-17,23.25
2019-1-18,23.48
2019-1-19,24.68
2019-1-22,24.28
2019-1-23,25.01
2019-1-24,24.53
2019-1-25,23.89
2019-1-26,23.76
2019-1-29,22.6
2019-1-30,23.21
2019-1-31,22.86
2019-2-1,22.13
2019-2-2,21.84
2019-2-5,22.92
2019-2-6,23.04
2019-2-7,23.57
2019-2-8,23.34
2019-2-9,22.22
2019-2-12,22.26
2019-2-13,20.56
2019-2-14,20.81
2019-2-15,19.69
2019-2-16,20.29
2019-2-19,19.89
2019-2-20,20.09
2019-2-21,20.35
2019-2-22,18.72
2019-2-23,18.83
2019-2-26,19.15
2019-2-27,19.56
2019-2-28,21.16
2019-3-1,21.59
2019-3-2,22.18
2019-3-5,23.02
2019-3-6,22.81
2019-3-7,22.02
2019-3-8,23.16
2019-3-9,22.92
2019-3-12,22.18
2019-3-13,22.22
2019-3-14,22.16
2019-3-15,22.61
2019-3-16,22.35
2019-3-19,21.71
2019-3-20,21
2019-3-21,21.52
2019-3-22,20.82
2019-3-23,20.57
2019-3-26,20.83
2019-3-27,21.43
2019-3-28,21.73
2019-3-29,22.16
2019-3-30,21.45
2019-4-2,21.81
2019-4-3,21.92
2019-4-4,23.07
2019-4-5,24.33
2019-4-6,24.49
2019-4-9,24.22
2019-4-10,25.45
2019-4-11,26.04
2019-4-12,27.24
2019-4-13,26.5
2019-4-16,26.72
2019-4-17,26.93
2019-4-18,27.38
2019-4-19,26.8
2019-4-24,27.46
2019-4-25,27.33
2019-4-26,27.2
2019-4-27,25.75
2019-4-30,26.3
2019-5-1,26.19
2019-5-3,24.6
2019-5-4,25.11
2019-5-7,25.27
2019-5-8,26.32
2019-5-9,26.81
2019-5-10,26.41
2019-5-11,25.53
2019-5-14,24.96
2019-5-15,25.79
2019-5-16,25.88
2019-5-17,25.5
2019-5-18,24.93
2019-5-21,25.12
2019-5-22,25.31
2019-5-23,26.29
2019-5-24,25.98
2019-5-25,25.41
2019-5-28,25.51
2019-5-29,25.4
2019-5-30,25.45
2019-5-31,25.22
2019-6-1,24.41
2019-6-4,23.66
2019-6-5,24.48
2019-6-6,24.18
2019-6-7,23.91
2019-6-8,24.44
2019-6-11,25.12
2019-6-12,24.92
2019-6-13,24.77
2019-6-14,24.89
2019-6-15,24.99
2019-6-18,24.96
2019-6-19,25.06
2019-6-20,24.9
2019-6-21,25.02
2019-6-22,25.23
2019-6-25,26.31
2019-6-26,26.33
2019-6-27,27.33
2019-6-28,26.84
2019-6-29,26.24
2019-7-2,26.85
2019-7-3,26.66
2019-7-4,26.49
2019-7-5,25.97
2019-7-6,26.32
2019-7-9,26.76
2019-7-10,26.52
2019-7-11,28.15
2019-7-12,28.25
2019-7-13,28.75
2019-7-16,29.03
2019-7-17,28.44
2019-7-18,28.44
2019-7-19,27.73
2019-7-20,28.84
2019-7-23,28.94
2019-7-24,29.76
2019-7-25,29.15
2019-7-26,28.98
2019-7-27,28.26
2019-7-30,28.38
2019-7-31,27.84
2019-8-1,27.93
2019-8-2,29.41
2019-8-3,29.21
2019-8-6,28.65
2019-8-7,28.36
2019-8-8,28.24
2019-8-9,28.49
2019-8-10,28.1
2019-8-13,26.68
2019-8-14,27.09
2019-8-15,26.87
2019-8-16,25.97
2019-8-17,25.94
2019-8-20,26.55
2019-8-21,26.25
2019-8-22,26.02
2019-8-23,25.65
2019-8-24,25.06
2019-8-27,25.81
2019-8-28,25.4
2019-8-29,26
2019-8-30,26.45
2019-8-31,26.31
2019-9-3,25.18
2019-9-4,25.21
2019-9-5,25.51
2019-9-6,25.53
2019-9-7,25.09
2019-9-10,25.02
2019-9-11,26.71
2019-9-12,26.25
2019-9-13,26.41
2019-9-14,26.39
2019-9-17,27.02
2019-9-18,26.19
2019-9-19,25.44
2019-9-20,25.94
2019-9-21,26.52
2019-9-24,25.79
2019-9-25,25.53
2019-9-26,25.2
2019-9-27,25.62
2019-9-28,25.28
2019-10-1,24.72
2019-10-2,25.03
2019-10-3,24.19
2019-10-4,23.23
2019-10-5,22.94
2019-10-8,23.4
2019-10-9,22.52
2019-10-10,22.66
2019-10-11,23.25
2019-10-12,24.45
2019-10-15,24.15
2019-10-16,25.72
2019-10-17,26.31
2019-10-18,26.06
2019-10-19,25.87
2019-10-22,25.93
2019-10-23,25.65
2019-10-24,24.75
2019-10-25,25.43
2019-10-26,24.97
2019-10-29,25.11
2019-10-30,25.45
2019-10-31,25.99
2019-11-1,25.61
2019-11-2,25.28
2019-11-5,25.62
2019-11-6,25.5
2019-11-7,24.78
2019-11-8,24.93
2019-11-9,24.83
2019-11-12,24.92
2019-11-13,24.11
2019-11-14,24.38
2019-11-15,23.95
2019-11-16,23.84
2019-11-19,23.39
2019-11-20,23.43
2019-11-21,24.02
2019-11-22,23.93
2019-11-23,24.57
2019-11-26,24.43
2019-11-27,24.37
2019-11-28,25.11
2019-11-29,25.01
2019-11-30,25.22
2019-12-3,24.33
2019-12-4,24
2019-12-5,24.74
2019-12-6,24.69
2019-12-7,24.94
2019-12-10,25.13
2019-12-11,24.94
2019-12-12,24.48
2019-12-13,25.07
2019-12-14,24.02
2019-12-17,24.86
2019-12-18,25.92
2019-12-19,26.44
2019-12-20,26.71
2019-12-21,26.53
2019-12-24,26.41
2019-12-28,26.56
2019-12-31,24.93
2020-1-3,24.24
2020-1-4,24.86
2020-1-7,24.13
2020-1-8,24.45
2020-1-9,23.97
2020-1-10,24.58
2020-1-11,24.11
2020-1-14,24.05
2020-1-15,23.76
2020-1-16,24.42
2020-1-17,24.77
2020-1-18,25.36
2020-1-21,25.1
2020-1-22,24.85
2020-1-23,24.94
2020-1-24,24.62
2020-1-25,24.31
2020-1-28,24.51
2020-1-29,24.58
2020-1-30,23.91
2020-1-31,23.66
2020-2-1,23.8
2020-2-4,23.14
2020-2-5,23.29
2020-2-6,23.71
2020-2-7,23.5
2020-2-8,23.27
2020-2-11,23.1
2020-2-12,23.25
2020-2-13,23.83
2020-2-14,24.34
2020-2-15,24.23
2020-2-18,24.99
2020-2-19,25.09
2020-2-20,25.66
2020-2-21,25.59
2020-2-22,25.56
2020-2-25,24.53
2020-2-26,24.14
2020-2-27,24.23
2020-2-28,23.57
2020-2-29,23.57
2020-3-3,23.48
2020-3-4,23.34
2020-3-5,23.79
2020-3-6,23.77
2020-3-7,23.39
2020-3-10,23.25
2020-3-11,24.06
2020-3-12,23.89
2020-3-13,22.5
2020-3-14,21.9
2020-3-17,19.41
2020-3-18,18.24
2020-3-19,15.23
2020-3-20,16.31
2020-3-21,16.03
2020-3-24,15.45
2020-3-25,16.7
2020-3-26,17.42
2020-3-27,17.22
2020-3-28,16.26
2020-3-31,16.93
