Date,Value
2008-3-26,21.89
2008-3-27,21.88
2008-3-28,21.59
2008-3-29,21.05
2008-4-1,21.57
2008-4-2,22.02
2008-4-3,22.4
2008-4-4,23.05
2008-4-5,22.72
2008-4-8,23.25
2008-4-9,23.27
2008-4-10,23.24
2008-4-11,23.87
2008-4-12,23.87
2008-4-15,24.6
2008-4-16,24.78
2008-4-17,24.78
2008-4-18,24.29
2008-4-19,24.02
2008-4-22,24.84
2008-4-23,24.91
2008-4-24,24.6
2008-4-25,24.6
2008-4-26,24.27
2008-4-29,24.32
2008-4-30,23.74
2008-5-1,23.85
2008-5-3,23.86
2008-5-6,24.83
2008-5-7,24.82
2008-5-8,24.85
2008-5-9,24.78
2008-5-10,24.69
2008-5-14,24.46
2008-5-15,24.08
2008-5-16,24.6
2008-5-17,24.36
2008-5-20,24.83
2008-5-21,24.85
2008-5-22,25.12
2008-5-23,25.45
2008-5-24,25.37
2008-5-27,25.7
2008-5-28,25.98
2008-5-29,25.87
2008-5-30,26.05
2008-5-31,26.7
2008-6-3,25.18
2008-6-4,26.68
2008-6-5,26.28
2008-6-6,26.06
2008-6-7,27.05
2008-6-10,27.05
2008-6-11,26.77
2008-6-12,26.71
2008-6-13,26.62
2008-6-14,26.42
2008-6-17,27.24
2008-6-18,26.77
2008-6-19,26.94
2008-6-20,27.08
2008-6-21,26.74
2008-6-24,27.3
2008-6-25,27.3
2008-6-26,27.08
2008-6-27,27.28
2008-6-28,27.7
2008-7-1,28.25
2008-7-2,28.75
2008-7-3,27.2
2008-7-4,27.18
2008-7-5,27.1
2008-7-8,27.05
2008-7-9,25.5
2008-7-10,25.67
2008-7-11,26.35
2008-7-12,27
2008-7-15,26.82
2008-7-16,26.48
2008-7-17,24.73
2008-7-18,25.3
2008-7-19,24.1
2008-7-22,24.28
2008-7-23,24.31
2008-7-24,24.33
2008-7-25,24.76
2008-7-26,24.56
2008-7-29,24.17
2008-7-30,23.23
2008-7-31,22.1
2008-8-1,21.63
2008-8-2,21
2008-8-5,20.96
2008-8-6,21.3
2008-8-7,22.1
2008-8-8,22.57
2008-8-9,22.25
2008-8-12,22.31
2008-8-13,23.13
2008-8-14,23.53
2008-8-15,23.11
2008-8-16,22.75
2008-8-19,23.29
2008-8-20,23.36
2008-8-21,24.1
2008-8-22,24.36
2008-8-23,24.27
2008-8-26,24.03
2008-8-27,24.43
2008-8-28,24.89
2008-8-29,24.85
2008-8-30,24.88
2008-9-2,24.65
2008-9-3,24.4
2008-9-4,24.31
2008-9-5,24.49
2008-9-6,24.12
2008-9-9,23.99
2008-9-10,22.75
2008-9-11,22.56
2008-9-12,22.95
2008-9-13,23.6
2008-9-16,22.8
2008-9-17,22.54
2008-9-18,23.11
2008-9-19,23.36
2008-9-20,24.36
2008-9-23,24.67
2008-9-24,24.87
2008-9-25,24.37
2008-9-26,24.47
2008-9-27,24.28
2008-9-30,23.03
2008-10-1,22.35
2008-10-2,23.1
2008-10-3,23.06
2008-10-7,21.83
2008-10-8,22.03
2008-10-9,21.68
2008-10-10,22.48
2008-10-11,21.89
2008-10-14,22.69
2008-10-15,23.2
2008-10-16,22.8
2008-10-17,21.96
2008-10-18,21.53
2008-10-21,21.84
2008-10-22,21.35
2008-10-23,19.8
2008-10-24,20
2008-10-25,18.83
2008-10-28,17.77
2008-10-29,17.61
2008-10-30,18.18
2008-10-31,18.13
2008-11-1,17.67
2008-11-4,18.17
2008-11-5,18.62
2008-11-6,18.55
2008-11-7,18.2
2008-11-8,18.7
2008-11-11,18.58
2008-11-12,17.93
2008-11-13,18.06
2008-11-14,17.97
2008-11-15,17.82
2008-11-18,17.03
2008-11-19,16.67
2008-11-20,16.42
2008-11-21,15
2008-11-22,15.09
2008-11-25,15.54
2008-11-26,15.74
2008-11-27,15.57
2008-11-28,16.28
2008-11-29,15.65
2008-12-2,15.63
2008-12-3,15.4
2008-12-4,15.23
2008-12-5,14.93
2008-12-6,13.8
2008-12-9,14.4
2008-12-10,14.25
2008-12-11,14.61
2008-12-12,14.8
2008-12-13,14.75
2008-12-16,15.45
2008-12-17,15.3
2008-12-18,15.3
2008-12-19,15.13
2008-12-20,15.05
2008-12-23,15.35
2008-12-24,15.2
2008-12-30,15.8
2008-12-31,15.4
2009-1-3,14.77
2009-1-6,14.88
2009-1-7,15.1
2009-1-8,15
2009-1-9,14.55
2009-1-10,15
2009-1-13,14.28
2009-1-14,14.13
2009-1-15,14
2009-1-16,12.78
2009-1-17,12.32
2009-1-20,11.35
2009-1-21,11.05
2009-1-22,11.12
2009-1-23,11.43
2009-1-24,11.28
2009-1-27,11.65
2009-1-28,11.54
2009-1-29,11.45
2009-1-30,11.57
2009-1-31,11.49
2009-2-3,11.18
2009-2-4,10.35
2009-2-5,10.13
2009-2-6,9.9
2009-2-7,9.85
2009-2-10,9.8
2009-2-11,9.08
2009-2-12,8.45
2009-2-13,7.98
2009-2-14,8.35
2009-2-17,8.18
2009-2-18,8.5
2009-2-19,9.39
2009-2-20,10.4
2009-2-21,9.74
2009-2-24,9.44
2009-2-25,9.15
2009-2-26,9.51
2009-2-27,10.37
2009-2-28,9.95
2009-3-3,9.85
2009-3-4,10.76
2009-3-5,11.4
2009-3-6,11.05
2009-3-7,10.65
2009-3-10,11.35
2009-3-11,11.75
2009-3-12,11.42
2009-3-13,11.55
2009-3-14,11.9
2009-3-17,12.15
2009-3-18,12.52
2009-3-19,12.05
2009-3-20,11.32
2009-3-21,10.9
2009-3-24,11.51
2009-3-25,10.85
2009-3-26,10.15
2009-3-27,10.48
2009-3-28,10.7
2009-3-31,10.83
2009-4-1,11.26
2009-4-2,11.74
2009-4-3,11.75
2009-4-4,12.2
2009-4-7,12.48
2009-4-8,12.07
2009-4-9,12.35
2009-4-10,12.97
2009-4-15,13.78
2009-4-16,13.4
2009-4-17,13.5
2009-4-18,13.51
2009-4-21,12.8
2009-4-22,12.6
2009-4-23,13.22
2009-4-24,13.17
2009-4-25,13.3
2009-4-28,13.15
2009-4-29,13.11
2009-4-30,13.32
2009-5-1,13.85
2009-5-5,14.4
2009-5-6,13.78
2009-5-7,14.19
2009-5-8,14.47
2009-5-9,15.14
2009-5-12,15.41
2009-5-13,14.64
2009-5-14,14.29
2009-5-15,14.04
2009-5-16,14.04
2009-5-19,14
2009-5-20,14.25
2009-5-21,14.82
2009-5-23,14.81
2009-5-26,14.85
2009-5-27,14.69
2009-5-28,14.96
2009-5-29,14.81
2009-5-30,14.55
2009-6-3,14.61
2009-6-4,13.96
2009-6-5,13.86
2009-6-6,13.71
2009-6-9,12.97
2009-6-10,12.86
2009-6-11,12.95
2009-6-12,13.05
2009-6-13,12.7
2009-6-16,12.11
2009-6-17,12.61
2009-6-18,12.65
2009-6-19,12.62
2009-6-20,13.02
2009-6-23,12.71
2009-6-24,12.8
2009-6-25,13.18
2009-6-26,13.22
2009-6-27,13.29
2009-6-30,13.3
2009-7-1,13.13
2009-7-2,13.04
2009-7-3,12.86
2009-7-4,12.85
2009-7-7,12.82
2009-7-8,12.89
2009-7-9,13.17
2009-7-10,13.49
2009-7-11,13.85
2009-7-14,14.31
2009-7-15,13.94
2009-7-16,14.35
2009-7-17,14.44
2009-7-18,13.98
2009-7-21,14.05
2009-7-22,14.38
2009-7-23,14.17
2009-7-24,14.22
2009-7-25,14.25
2009-7-28,14.1
2009-7-29,13.8
2009-7-30,13.56
2009-7-31,13.8
2009-8-1,13.75
2009-8-4,14.25
2009-8-5,14.45
2009-8-6,14.31
2009-8-7,14.3
2009-8-8,14.11
2009-8-11,14.11
2009-8-12,14.12
2009-8-13,14.24
2009-8-14,14.24
2009-8-15,14.33
2009-8-18,14.34
2009-8-19,14.6
2009-8-20,14.79
2009-8-21,15.1
2009-8-22,15.21
2009-8-25,15.18
2009-8-26,15.08
2009-8-27,15.1
2009-8-28,15.03
2009-8-29,15.11
2009-9-1,14.85
2009-9-2,14.73
2009-9-3,14.81
2009-9-4,15.24
2009-9-5,15.22
2009-9-8,15.22
2009-9-9,15.41
2009-9-10,15.1
2009-9-11,15.06
2009-9-12,14.48
2009-9-15,13.93
2009-9-16,14.14
2009-9-17,14.12
2009-9-18,13.6
2009-9-19,13.5
2009-9-22,13.76
2009-9-23,13.71
2009-9-24,13.22
2009-9-25,12.72
2009-9-26,13.02
2009-9-29,13.28
2009-9-30,13.07
2009-10-1,13.14
2009-10-2,13.22
2009-10-3,13
2009-10-6,13.09
2009-10-7,13.66
2009-10-8,13.66
2009-10-9,13.34
2009-10-10,13.65
2009-10-13,14.26
2009-10-14,14.31
2009-10-15,14.47
2009-10-16,14.23
2009-10-17,14.01
2009-10-20,14.14
2009-10-21,14.54
2009-10-22,14.93
2009-10-23,14.64
2009-10-24,14.34
2009-10-27,14.4
2009-10-28,14.33
2009-10-29,14.25
2009-10-30,14.63
2009-10-31,14.5
2009-11-3,14.47
2009-11-4,14.33
2009-11-5,14.4
2009-11-6,14.39
2009-11-7,14.12
2009-11-10,13.77
2009-11-11,13.88
2009-11-12,13.62
2009-11-13,13.2
2009-11-14,13.34
2009-11-17,13.66
2009-11-18,13.44
2009-11-19,13.38
2009-11-20,13.33
2009-11-21,13.07
2009-11-24,13.1
2009-11-25,12.58
2009-11-26,12.77
2009-11-27,13
2009-11-28,13.06
2009-12-1,13.14
2009-12-2,13.47
2009-12-3,13.58
2009-12-4,13.88
2009-12-5,14.06
2009-12-8,14.48
2009-12-9,14.2
2009-12-10,14.06
2009-12-11,14.14
2009-12-12,14.36
2009-12-15,14.44
2009-12-16,14.47
2009-12-17,14.22
2009-12-18,13.38
2009-12-19,13.4
2009-12-22,12.22
2009-12-23,12.39
2009-12-24,12.58
2009-12-29,12.5
2009-12-30,12.31
2009-12-31,12.36
2010-1-5,12.87
2010-1-6,12.55
2010-1-7,12.19
2010-1-8,12.39
2010-1-9,12.72
2010-1-12,13.02
2010-1-13,12.8
2010-1-14,12.65
2010-1-15,13.26
2010-1-16,13.08
2010-1-19,13.33
2010-1-20,13.41
2010-1-21,13.2
2010-1-22,13.09
2010-1-23,12.94
2010-1-26,13.16
2010-1-27,13.36
2010-1-28,13.3
2010-1-29,12.98
2010-1-30,12.87
2010-2-2,12.7
2010-2-3,12.54
2010-2-4,12.66
2010-2-5,12.92
2010-2-6,13.17
2010-2-9,13.42
2010-2-10,13.41
2010-2-11,13.15
2010-2-12,13.01
2010-2-13,12.83
2010-2-16,12.91
2010-2-17,13.14
2010-2-18,12.94
2010-2-19,12.71
2010-2-20,12.48
2010-2-23,12.6
2010-2-24,12.59
2010-2-25,12.88
2010-2-26,12.77
2010-2-27,12.83
2010-3-2,13.08
2010-3-3,13.15
2010-3-4,13.32
2010-3-5,13.13
2010-3-6,13.08
2010-3-9,13.04
2010-3-10,12.96
2010-3-11,13.09
2010-3-12,12.79
2010-3-13,12.7
2010-3-16,12.85
2010-3-17,12.91
2010-3-18,12.86
2010-3-19,12.96
2010-3-20,12.96
2010-3-23,13
2010-3-24,12.74
2010-3-25,12.5
2010-3-26,12.52
2010-3-27,12.69
2010-3-30,12.69
2010-3-31,12.59
2010-4-1,12.69
2010-4-2,12.82
2010-4-7,13.17
2010-4-8,13.33
2010-4-9,13.44
2010-4-10,13.51
2010-4-13,13.45
2010-4-14,13.45
2010-4-15,13.95
2010-4-16,14.01
2010-4-17,14.33
2010-4-20,14.51
2010-4-21,14.59
2010-4-22,14.53
2010-4-23,14.56
2010-4-24,14.61
2010-4-27,15.36
2010-4-28,15.44
2010-4-29,14.92
2010-4-30,15.31
2010-5-1,15.59
2010-5-4,16.28
2010-5-5,15.79
2010-5-6,15.56
2010-5-7,16.05
2010-5-8,15.58
2010-5-11,15.28
2010-5-12,15.27
2010-5-13,15.61
2010-5-15,15.71
2010-5-18,14.93
2010-5-19,15.11
2010-5-20,14.86
2010-5-21,14.27
2010-5-22,14.42
2010-5-26,14.96
2010-5-27,15.36
2010-5-28,15.39
2010-5-29,15
2010-6-1,14.95
2010-6-2,14.91
2010-6-3,15.07
2010-6-4,15.11
2010-6-5,15.2
2010-6-8,15.01
2010-6-9,15.35
2010-6-10,15.67
2010-6-11,15.48
2010-6-12,15.47
2010-6-15,15.7
2010-6-16,15.71
2010-6-17,15.52
2010-6-18,15.47
2010-6-19,15.68
2010-6-22,15.69
2010-6-23,15.27
2010-6-24,15.23
2010-6-25,15.21
2010-6-26,15.14
2010-6-29,15.26
2010-6-30,15.05
2010-7-1,15.08
2010-7-2,15.09
2010-7-3,15.17
2010-7-6,15.11
2010-7-7,15.14
2010-7-8,14.8
2010-7-9,14.44
2010-7-10,14.6
2010-7-13,14.05
2010-7-14,13.94
2010-7-15,13.6
2010-7-16,13.79
2010-7-17,14.28
2010-7-20,14.33
2010-7-21,14.19
2010-7-22,13.85
2010-7-23,14.09
2010-7-24,14.04
2010-7-27,13.66
2010-7-28,13.48
2010-7-29,13.58
2010-7-30,13.92
2010-7-31,13.96
2010-8-3,14.29
2010-8-4,14.34
2010-8-5,14.26
2010-8-6,14.26
2010-8-7,14.11
2010-8-10,14.32
2010-8-11,14.38
2010-8-12,14.33
2010-8-13,14.23
2010-8-14,14.4
2010-8-17,14.31
2010-8-18,14.39
2010-8-19,14.27
2010-8-20,14.61
2010-8-21,14.94
2010-8-24,14.84
2010-8-25,14.77
2010-8-26,15.23
2010-8-27,15.27
2010-8-28,15.18
2010-8-31,15.3
2010-9-1,15.26
2010-9-2,15.27
2010-9-3,15.66
2010-9-4,15.63
2010-9-7,15.67
2010-9-8,15.64
2010-9-9,15.61
2010-9-10,15.46
2010-9-11,15.13
2010-9-14,15.31
2010-9-15,15.18
2010-9-16,15.32
2010-9-17,15.17
2010-9-18,15.2
2010-9-21,15
2010-9-22,14.78
2010-9-23,14.93
2010-9-24,14.82
2010-9-25,15.19
2010-9-28,15.27
2010-9-29,15.57
2010-9-30,15.57
2010-10-1,15.45
2010-10-2,15.22
2010-10-5,15.23
2010-10-6,15.44
2010-10-7,15.51
2010-10-8,15.43
2010-10-9,15.52
2010-10-12,15.67
2010-10-13,15.65
2010-10-14,15.68
2010-10-15,15.48
2010-10-16,15.44
2010-10-19,15.27
2010-10-20,15.12
2010-10-21,15.01
2010-10-22,14.98
2010-10-23,14.91
2010-10-26,15.15
2010-10-27,15.01
2010-10-28,15
2010-10-29,14.86
2010-10-30,14.63
2010-11-2,14.62
2010-11-3,14.65
2010-11-4,14.76
2010-11-5,14.41
2010-11-6,14.43
2010-11-9,14.19
2010-11-10,14.26
2010-11-11,14.49
2010-11-12,14.78
2010-11-13,14.91
2010-11-16,15.05
2010-11-17,14.68
2010-11-18,14.89
2010-11-19,14.98
2010-11-20,14.9
2010-11-23,15.06
2010-11-24,14.95
2010-11-25,15.15
2010-11-26,15.08
2010-11-27,15.02
2010-11-30,14.96
2010-12-1,14.66
2010-12-2,14.84
2010-12-3,14.82
2010-12-4,14.68
2010-12-7,14.81
2010-12-8,14.73
2010-12-9,14.63
2010-12-10,14.53
2010-12-11,14.51
2010-12-14,14.51
2010-12-15,14.42
2010-12-16,14.24
2010-12-17,14.27
2010-12-18,13.96
2010-12-21,13.72
2010-12-22,13.85
2010-12-23,13.96
2010-12-24,13.78
2010-12-28,13.65
2010-12-29,13.7
2010-12-30,13.86
2010-12-31,13.8
2011-1-4,13.8
2011-1-5,14.05
2011-1-6,14.19
2011-1-7,14.4
2011-1-8,14.34
2011-1-11,14.13
2011-1-12,13.99
2011-1-13,13.89
2011-1-14,13.99
2011-1-15,14.08
2011-1-18,14.23
2011-1-19,14.27
2011-1-20,14.21
2011-1-21,14.11
2011-1-22,14.19
2011-1-25,14.3
2011-1-26,14.39
2011-1-27,14.73
2011-1-28,14.42
2011-1-29,14.42
2011-2-1,14.57
2011-2-2,14.51
2011-2-3,14.7
2011-2-4,14.43
2011-2-5,14.35
2011-2-8,14.28
2011-2-9,14.44
2011-2-10,14.45
2011-2-11,14.4
2011-2-12,14.48
2011-2-15,14.45
2011-2-16,14.46
2011-2-17,14.51
2011-2-18,14.58
2011-2-19,14.7
2011-2-22,14.74
2011-2-23,14.99
2011-2-24,14.9
2011-2-25,14.95
2011-2-26,14.98
2011-3-1,15.03
2011-3-2,14.95
2011-3-3,15.1
2011-3-4,14.85
2011-3-5,15.44
2011-3-8,14.9
2011-3-9,14.9
2011-3-10,14.9
2011-3-11,15.43
2011-3-12,15.42
2011-3-15,15.03
2011-3-16,16.3
2011-3-17,16.4
2011-3-18,16.23
2011-3-19,16.1
2011-3-22,16.1
2011-3-23,16.1
2011-3-24,16.25
2011-3-25,16.05
2011-3-26,16.4
2011-3-29,16.55
2011-3-30,16.4
2011-3-31,16.2
2011-4-1,16.45
2011-4-2,16.83
2011-4-5,16.59
2011-4-6,16.28
2011-4-7,16.43
2011-4-8,16.45
2011-4-9,16.43
2011-4-12,16.18
2011-4-13,16.15
2011-4-14,16.03
2011-4-15,16.1
2011-4-16,16.45
2011-4-19,16.17
2011-4-20,16.11
2011-4-21,16.2
2011-4-22,16.21
2011-4-27,16.1
2011-4-28,16.23
2011-4-29,16.49
2011-4-30,16.39
2011-5-3,16.5
2011-5-4,16.7
2011-5-5,16.73
2011-5-6,16.69
2011-5-7,16.45
2011-5-10,16.6
2011-5-11,16.59
2011-5-12,16.57
2011-5-13,16.41
2011-5-14,16.46
2011-5-17,16.4
2011-5-18,16.43
2011-5-19,16.17
2011-5-20,16.18
2011-5-21,16.03
2011-5-24,15.88
2011-5-25,15.98
2011-5-26,15.85
2011-5-27,16.02
2011-5-28,16.41
2011-5-31,16.83
2011-6-1,16.84
2011-6-2,16.63
2011-6-4,16.51
2011-6-7,16.45
2011-6-8,16.38
2011-6-9,16.22
2011-6-10,16.37
2011-6-11,16.31
2011-6-15,16.15
2011-6-16,16.03
2011-6-17,15.83
2011-6-18,15.34
2011-6-21,14.98
2011-6-22,14.54
2011-6-23,14.53
2011-6-24,13.25
2011-6-25,12.35
2011-6-28,12.82
2011-6-29,13.36
2011-6-30,13.03
2011-7-1,13.3
2011-7-2,13.13
2011-7-5,13.17
2011-7-6,13.4
2011-7-7,13.08
2011-7-8,12.87
2011-7-9,12.5
2011-7-12,11.89
2011-7-13,12.24
2011-7-14,11.84
2011-7-15,12.15
2011-7-16,12.27
2011-7-19,12.04
2011-7-20,12.18
2011-7-21,12.56
2011-7-22,12.92
2011-7-23,12.78
2011-7-26,12.74
2011-7-27,12.68
2011-7-28,12.25
2011-7-29,12.33
2011-7-30,12.09
2011-8-2,11.9
2011-8-3,11.55
2011-8-4,11.24
2011-8-5,11.17
2011-8-6,10.76
2011-8-9,10.57
2011-8-10,11.22
2011-8-11,11.43
2011-8-12,12.1
2011-8-13,12.28
2011-8-16,12.34
2011-8-17,12.19
2011-8-18,12.64
2011-8-19,12.18
2011-8-20,12.32
2011-8-23,12.4
2011-8-24,12.7
2011-8-25,13.02
2011-8-26,12.84
2011-8-27,13.02
2011-8-30,13.05
2011-8-31,13.25
2011-9-1,12.81
2011-9-2,12.71
2011-9-3,12.42
2011-9-6,12.26
2011-9-7,12.04
2011-9-8,12.29
2011-9-9,12.15
2011-9-10,11.76
2011-9-13,11.76
2011-9-14,11.89
2011-9-15,12.06
2011-9-16,12.23
2011-9-17,12.01
2011-9-20,11.7
2011-9-21,11.78
2011-9-22,11.69
2011-9-23,11.24
2011-9-24,11.3
2011-9-27,10.75
2011-9-28,10.71
2011-9-29,10.39
2011-9-30,10.81
2011-10-1,10.61
2011-10-5,10.03
2011-10-6,10.12
2011-10-7,10.4
2011-10-8,10.37
2011-10-11,10.64
2011-10-12,10.6
2011-10-13,10.63
2011-10-14,10.21
2011-10-15,10.32
2011-10-18,10.27
2011-10-19,10.22
2011-10-20,9.95
2011-10-21,10.11
2011-10-22,10.3
2011-10-25,10.45
2011-10-26,10.34
2011-10-27,10.06
2011-10-28,10.35
2011-10-29,10.34
2011-11-1,10.11
2011-11-2,9.84
2011-11-3,9.45
2011-11-4,9.63
2011-11-5,9.36
2011-11-8,9.74
2011-11-9,10.03
2011-11-10,9.83
2011-11-11,9.68
2011-11-12,10.07
2011-11-15,10.03
2011-11-16,10.05
2011-11-17,9.84
2011-11-18,9.64
2011-11-19,9.31
2011-11-22,8.88
2011-11-23,9.07
2011-11-24,8.43
2011-11-25,7.86
2011-11-26,7.72
2011-11-29,7.96
2011-11-30,7.86
2011-12-1,8.31
2011-12-2,7.97
2011-12-3,7.8
2011-12-6,7.4
2011-12-7,7.4
2011-12-8,7.18
2011-12-9,7.66
2011-12-10,7.81
2011-12-13,7.5
2011-12-14,7.05
2011-12-15,6.5
2011-12-16,6.78
2011-12-17,6.8
2011-12-20,7.05
2011-12-21,8.5
2011-12-22,7.96
2011-12-23,7.66
2011-12-24,7.67
2011-12-28,7.75
2011-12-29,7.39
2011-12-30,6.9
2011-12-31,6.76
2012-1-3,6.76
2012-1-4,6.26
2012-1-5,6.23
2012-1-6,6.5
2012-1-7,6.29
2012-1-10,6.4
2012-1-11,6.84
2012-1-12,6.77
2012-1-13,6.9
2012-1-14,6.73
2012-1-17,6.46
2012-1-18,6.47
2012-1-19,6.59
2012-1-20,7.06
2012-1-21,7.01
2012-1-24,6.87
2012-1-25,7.35
2012-1-26,7.38
2012-1-27,7.42
2012-1-28,7.87
2012-1-31,7.67
2012-2-1,7.82
2012-2-2,8.25
2012-2-3,8.53
2012-2-4,8.3
2012-2-7,8.5
2012-2-8,8.53
2012-2-9,8.14
2012-2-10,7.83
2012-2-11,7.72
2012-2-14,7.45
2012-2-15,7.89
2012-2-16,8.15
2012-2-17,8.79
2012-2-18,9.05
2012-2-21,8.53
2012-2-22,8.97
2012-2-23,8.94
2012-2-24,8.63
2012-2-25,9.19
2012-2-28,9.31
2012-2-29,8.84
2012-3-1,8.33
2012-3-2,8.64
2012-3-3,8.83
2012-3-6,8.64
2012-3-7,8.31
2012-3-8,8.36
2012-3-9,8.22
2012-3-10,7.88
2012-3-13,7.64
2012-3-14,7.6
2012-3-15,7.9
2012-3-16,7.65
2012-3-17,7.59
2012-3-20,7.59
2012-3-21,7.17
2012-3-22,7.29
2012-3-23,6.71
2012-3-24,6.87
2012-3-27,6.83
2012-3-28,7.12
2012-3-29,7.05
2012-3-30,6.73
2012-3-31,6.98
2012-4-3,6.22
2012-4-4,6.35
2012-4-5,6.06
2012-4-6,6.68
2012-4-11,6.77
2012-4-12,6.93
2012-4-13,7.06
2012-4-14,7.15
2012-4-17,6.79
2012-4-18,7.05
2012-4-19,7.19
2012-4-20,7.32
2012-4-21,7.32
2012-4-24,7.07
2012-4-25,7.09
2012-4-26,7.03
2012-4-27,7.22
2012-4-28,7.25
2012-5-1,7.52
2012-5-3,7.14
2012-5-4,7.04
2012-5-5,6.6
2012-5-8,6.65
2012-5-9,6.73
2012-5-10,6.67
2012-5-11,6.66
2012-5-12,6.75
2012-5-15,6.59
2012-5-16,6.45
2012-5-17,6.49
2012-5-19,6.37
2012-5-22,6.61
2012-5-23,6.89
2012-5-24,6.69
2012-5-25,6.79
2012-5-26,6.81
2012-5-30,6.53
2012-5-31,6.39
2012-6-1,6.27
2012-6-2,6.36
2012-6-5,6.41
2012-6-6,6.36
2012-6-7,6.35
2012-6-8,6.35
2012-6-9,6.47
2012-6-12,6.57
2012-6-13,6.63
2012-6-14,6.7
2012-6-15,6.65
2012-6-16,6.65
2012-6-19,7.32
2012-6-20,7.5
2012-6-21,7.4
2012-6-22,7.45
2012-6-23,8.06
2012-6-26,7.94
2012-6-27,7.96
2012-6-28,7.88
2012-6-29,7.89
2012-6-30,8.19
2012-7-3,8.03
2012-7-4,8.24
2012-7-5,8.22
2012-7-6,8.28
2012-7-7,7.97
2012-7-10,7.92
2012-7-11,7.88
2012-7-12,7.83
2012-7-13,7.61
2012-7-14,7.56
2012-7-17,7.48
2012-7-18,7.63
2012-7-19,7.11
2012-7-20,6.81
2012-7-21,7.03
2012-7-24,7.09
2012-7-25,7.13
2012-7-26,6.79
2012-7-27,6.93
2012-7-28,6.85
2012-7-31,6.54
2012-8-1,6.88
2012-8-2,6.94
2012-8-3,7.03
2012-8-4,7.12
2012-8-7,7.18
2012-8-8,7.28
2012-8-9,7.18
2012-8-10,7.14
2012-8-11,7.18
2012-8-14,7.44
2012-8-15,7.59
2012-8-16,7.45
2012-8-17,7.66
2012-8-18,7.65
2012-8-21,7.6
2012-8-22,7.87
2012-8-23,7.98
2012-8-24,8.11
2012-8-25,8.12
2012-8-28,8.11
2012-8-29,7.91
2012-8-30,7.64
2012-8-31,7.6
2012-9-1,7.92
2012-9-4,8.21
2012-9-5,8.16
2012-9-6,8.21
2012-9-7,8.21
2012-9-8,8.28
2012-9-11,7.85
2012-9-12,7.7
2012-9-13,7.88
2012-9-14,7.74
2012-9-15,7.37
2012-9-18,7.34
2012-9-19,7.41
2012-9-20,7.5
2012-9-21,7.63
2012-9-22,7.39
2012-9-25,7.2
2012-9-26,7.41
2012-9-27,7.58
2012-9-28,7.77
2012-9-29,7.83
2012-10-2,7.88
2012-10-3,7.82
2012-10-5,7.58
2012-10-6,7.74
2012-10-9,7.88
2012-10-10,7.83
2012-10-11,7.72
