Date,Open,High,Low,Close,Volume,Adj Close
2017/11/14,27.80,27.80,27.80,27.80,356,27.80
2017/11/13,28.36,28.36,28.36,28.36,488,28.36
2017/11/10,29.67,29.67,29.67,29.67,360,29.67
2017/11/9,30.00,30.00,30.00,30.00,332,30.00
2017/11/6,28.86,28.86,28.86,28.86,813,28.86
2017/11/3,27.12,27.12,27.12,27.12,656,27.12
2017/11/1,27.31,27.31,27.31,27.31,683,27.31
2017/10/30,28.10,28.10,28.10,28.10,404,28.10
2017/10/27,25.97,25.97,25.97,25.97,982,25.97
2017/10/24,24.49,24.49,24.49,24.49,300,24.49
2017/10/23,24.37,24.37,24.37,24.37,182,24.37
2017/10/20,25.88,25.88,25.88,25.88,773,25.88
2017/10/16,24.00,24.00,24.00,24.00,697,24.00
2017/10/13,22.50,22.50,22.50,22.50,690,22.50
2017/10/12,20.58,20.58,20.58,20.58,865,20.58
2017/10/11,18.87,18.87,18.87,18.87,993,18.87
2017/10/10,17.26,17.26,17.26,17.26,3537,17.26
2017/10/9,18.00,18.00,18.00,18.00,10,18.00
2017/9/29,20.00,20.00,20.00,20.00,18,20.00
2017/9/28,22.00,22.00,22.00,22.00,777,22.00
2017/9/27,21.25,21.25,21.25,21.25,3308,21.25
2017/9/26,23.61,23.61,23.61,23.61,3731,23.61
2017/9/25,21.57,21.57,21.57,21.57,2900,21.57
2017/9/22,19.80,19.80,19.80,19.80,11999,19.80
2017/9/21,18.58,18.58,18.58,18.58,20,18.58
2017/9/20,20.58,20.58,20.58,20.58,3050,20.58
2017/9/19,21.52,21.52,21.52,21.52,10,21.52
2017/9/18,23.91,23.91,23.91,23.91,752,23.91
2017/9/15,23.01,23.01,23.01,23.01,300,23.01
2017/9/13,20.92,20.92,20.92,20.92,3031,20.92
2017/9/12,19.66,19.66,19.66,19.66,1,19.66
2017/9/11,21.84,21.84,21.84,21.84,1,21.84
2017/9/7,24.27,24.27,24.27,24.27,2339,24.27
2017/9/5,26.97,26.97,26.97,26.97,1,26.97
2017/9/4,29.97,29.97,29.97,29.97,1,29.97
2017/8/30,33.30,33.30,33.30,33.30,100,33.30
2017/8/28,31.50,31.50,31.50,31.50,40,31.50
2017/8/25,28.80,28.80,28.80,28.80,40,28.80
2017/8/24,26.30,26.30,26.30,26.30,31,26.30
2017/8/23,26.41,26.41,26.41,26.41,1,26.41
2017/8/22,29.34,29.34,29.34,29.34,1,29.34
2017/8/15,32.60,32.60,32.60,32.60,20,32.60
2017/8/11,29.96,29.96,29.96,29.96,25,29.96
2017/8/10,30.60,30.60,30.60,30.60,1,30.60
2017/8/8,34.00,34.00,34.00,34.00,8,34.00
2017/8/7,33.01,33.01,33.01,33.01,3011,33.01
2017/8/4,30.16,30.16,30.16,30.16,1,30.16
