Date,Open,High,Low,Close,Volume,Adj Close
2019/12/19,26.41,27.2,26.12,26.35,370044,26.35
2019/12/18,26.35,27.18,26.38,26.41,136951,26.41
2019/12/17,26.13,27.29,26.1,26.35,208267,26.35
2019/12/16,26.43,27.3,25.6,26.13,213858,26.13
2019/12/13,25.58,27.2,25.6,26.43,178971,26.43
2019/12/12,25.75,27.4,25.52,25.58,95441,25.58
2019/12/11,27.15,27.49,25,25.75,37522,25.75
2019/12/10,26.79,27.39,25.2,27.15,175284,27.15
2019/12/9,26.87,27.49,26.5,26.79,39604,26.79
2019/12/6,27.19,27.49,26.4,26.87,6791,26.87
2019/12/5,26.76,27.39,26.7,27.19,32581,27.19
2019/12/4,26.89,27.44,26.71,26.76,1587,26.76
2019/12/3,26.9,27.44,26.8,26.89,589,26.89
2019/12/2,26.95,27.5,26.55,26.9,11252,26.9
2019/11/29,26.95,27.05,27.05,26.95,1200088,26.95
2019/11/28,27.15,27.66,25.22,26.95,5531,26.95
2019/11/27,26.91,27.5,26.9,27.15,552631,27.15
2019/11/26,27.16,27.66,26.88,26.91,10954,26.91
2019/11/25,27.47,27.88,26.1,27.16,43104,27.16
2019/11/22,27.44,27.59,27.21,27.47,54455,27.47
2019/11/21,27.4,27.6,27.11,27.44,333,27.44
2019/11/20,27.43,27.65,27.04,27.4,674,27.4
2019/11/19,27.15,27.98,26.81,27.43,19624,27.43
2019/11/18,27.02,27.49,26.9,27.15,900,27.15
2019/11/15,26.27,27.5,26.63,27.02,1834,27.02
2019/11/14,26.9,27.45,25,26.27,5951,26.27
2019/11/13,26.66,27,26.51,26.9,1432,26.9
2019/11/12,26.75,26.99,26.33,26.66,666,26.66
2019/11/11,26.87,27,26.56,26.75,12484,26.75
2019/11/8,26.7,27.1,26.22,26.87,5884,26.87
2019/11/7,26.12,26.99,26.28,26.7,4612,26.7
2019/11/6,26.58,26.78,26.1,26.12,10600,26.12
2019/11/5,26.36,26.77,26.2,26.58,5019,26.58
2019/11/4,26.01,26.88,26.04,26.36,28471,26.36
2019/11/1,26.11,26.38,25.9,26.01,5170,26.01
2019/10/31,26.02,26.5,26.02,26.11,4555,26.11
2019/10/30,26.1,26.38,23.5,26.02,15686,26.02
2019/10/29,26.71,26.5,25.52,26.1,5213,26.1
2019/10/28,26.46,28.33,25.9,26.71,1530,26.71
2019/10/25,26.19,27.88,25.6,26.46,2967,26.46
2019/10/24,26.47,27.86,25.88,26.19,4930,26.19
2019/10/23,26.15,26.49,26.2,26.47,108657,26.47
2019/10/22,26.23,27,25.3,26.15,7835,26.15
2019/10/21,26.23,28.8,25.1,26.23,87849,26.23
2019/10/18,26.07,26.49,25.95,26.23,372,26.23
2019/10/17,25.43,26.4,25.25,26.07,204007,26.07
